BI;sp_TransferiListaJob
dbo;IQ_ObtenerOfertas
dbo;IQ_ObtenerOpcionesMuestra
dbo;IQ_ObtenerPresupuestosAprobados
dbo;IQ_ObtenerPresupuestosControlCostos
dbo;IQ_ObtenerPresupuestosxPropuesta
dbo;IQ_ObtenerRolUsuario
dbo;IQ_ObtenerTecnicas
dbo;IQ_ObtenerUnidades
dbo;IQ_ObtenerValorFinanciacion
dbo;IQ_ObtenerValorMistery
dbo;IQ_ObtenerViaticosPresupuesto
dbo;IQ_ONLINECostosDirectos
dbo;IQ_ONLINECostosDirectosRecalculo
dbo;IQ_ONLINEProductividad
dbo;IQ_ParCuali_Calculos
dbo;IQ_PresupuestosPorPropuesta
dbo;IQ_ProfesionalFeesExterno
dbo;IQ_ProfesionalFeesInterno
dbo;IQ_ProfesionalTimeHorasExterno
dbo;IQ_ProfesionalTimeHorasInterno
dbo;IQ_PruebaValores
dbo;IQ_RecalcularGMUnidadIncentivos
dbo;IQ_SESIONESCostosDirectos
dbo;IQ_Simulador
dbo;IQ_SimuladorCostosOperaciones
dbo;IQ_SolicitarCambioGM
dbo;IQ_SolicitudesCambiosGM_Get
dbo;IQ_SolicitudesSimulador
dbo;IQ_TipoPresupuestosXCuPresupuesto
dbo;IQ_TotalizarMuestra
dbo;IQ_UpdateJobBookInterno
dbo;IQ_UpdateParNumJobBook
dbo;IQ_UsuarioAutorizadoModificacionGM
dbo;IQ_ValorVenta
dbo;IQ_ValorVentaCualitativo
dbo;LogEjecucionAdd
dbo;MBO_AOTAcquisition
dbo;MBO_AOTBorrarMigracion
dbo;MBO_AOTCargarAMarzo
dbo;MBO_AOTMigracionBorrarUnCaso
dbo;MBO_CUEncuestasAprobadas
dbo;MBO_CUEncuestasAprobadasAñoMes
dbo;MBO_CUEncuestasAprobadasPorMetodologia
dbo;MBO_ObtenerUnidadesUsuario
dbo;MBO_PGAOTBudgetEjecucionAñoMes
dbo;MBO_PGAOTBudgetEjecucionUnidad
dbo;MBO_PGAOTBudgetMetaTotal
dbo;MBO_PGAOTEjecucionTotal
dbo;MBO_PGAOTPorUnidadGerente
dbo;MBO_PGGestionMatrix
dbo;MBO_PGIndicesManuales
dbo;MBO_PropuestasAltaProbabilidadPorActualizar
dbo;MBO_PropuestasAltaProbabilidadUnidad
dbo;MBO_PropuestasAprobadasSinAnuncioActualizar
dbo;MBO_PropuestasAprobadasSinTrabajo
dbo;MBO_PropuestasAprobadasSinTrabajoPorUnidad
dbo;MBO_PropuestasAprobadasSinTrabajoUnidadMetodo
dbo;MBO_PropuestasCreadasEnviadasSinAnuncioActualizar
dbo;MBO_PropuestasCreadasEnviadasSinAnuncioGC
dbo;NSE_Get
dbo;ObtenerFestivos
dbo;ObtenerMuestraXCiudadCaraCara
dbo;ObtenerUsuarios
dbo;OP_ActivarEncuesta_Del
dbo;OP_ActividadesProduccionGet
dbo;OP_AjusteProduccionAutoCiudad
dbo;OP_CampoCuali_Get
dbo;OP_CampoCualiDuplicar
dbo;OP_ConfigIfieldData_ADD
dbo;OP_CorreoAnulacionEncuestas
dbo;OP_CuantiPlanillas_GET
dbo;OP_CuantiPlanillas_Liquidar
dbo;OP_CuantiPlanillas_Remove
dbo;OP_CuantiPlanillas_Update
dbo;OP_CuantiPlanillasPendientes_GET
dbo;OP_CuantiPlanillasSinPresupuesto_GET
dbo;OP_CuantiPlanillasTrabajos_GET
dbo;OP_CuantiProduccionDistribucionSS_GET
dbo;OP_CuantiProduccionPrevioPorTrabajo
dbo;OP_CuantiProduccionProductividad_EnviarAProduccion
dbo;OP_CuantiProduccionProductividad_GET
dbo;OP_CuantiProduccionProductividadStatus_GET
dbo;OP_CuantiProduccionProductividadTrabajos_GET
dbo;OP_CuantiProduccionPSTUpdate
dbo;OP_CuantiProduccionTempoPorTrabajo
dbo;OP_CuantiResumenProduccionCorte_Bono_Jobs_GET
dbo;OP_CuantiResumenProduccionCorte_GET
dbo;OP_CuantiResumenProduccionCorte_Resumen_Tercero_GET
dbo;OP_Encuestadores_Add
dbo;OP_Encuestadores_Del
dbo;OP_Entrevistados_Cuali_Add
dbo;OP_Entrevistados_Cuali_Get
dbo;OP_Entrevistas_Add
dbo;OP_Entrevistas_Del
dbo;OP_Entrevistas_Edit
dbo;OP_Entrevistas_Get
dbo;OP_EntrevistasCuali_Distribucion_Add
dbo;OP_EntrevistasCuali_DistribucionGet
dbo;OP_ExisteEncuestaAnulada
dbo;OP_FichaCuantitativo_Add
dbo;OP_FichaCuantitativo_Del
dbo;OP_FichaCuantitativo_Edit
dbo;OP_FichaCuantitativo_Get
dbo;OP_FichaEntrevistas_Add
dbo;OP_FichaEntrevistas_Del
dbo;OP_FichaEntrevistas_Edit
dbo;OP_FichaEntrevistas_Get
dbo;OP_FichaObservaciones_Add
dbo;OP_FichaObservaciones_Del
dbo;OP_FichaObservaciones_Edit
dbo;OP_FichaObservaciones_Get
dbo;OP_FichaSesiones_Add
dbo;OP_FichaSesiones_Del
dbo;OP_FichaSesiones_Edit
dbo;OP_FichaSesiones_Get
dbo;OP_Filtros_CrearCopia
dbo;OP_Filtros_Get
dbo;OP_GestionCampo_ActivarEncuesta
dbo;OP_GestionCampo_AnularEncuesta
dbo;OP_GestionCampo_ExisteEncuesta
dbo;OP_IPS_Ejecucion_Add
dbo;OP_IPS_Ejecucion_Del
dbo;OP_IPS_Ejecucion_Edit
dbo;OP_IPS_Ejecucion_Get
dbo;OP_IPS_Revision_Add
dbo;OP_IPS_Revision_Del
dbo;OP_IPS_Revision_Edit
dbo;OP_IPS_Revision_Get
dbo;OP_JBE_JBI_CC_Get
dbo;OP_ListaActividades_Get
dbo;OP_ListadoCampoCualiXSegmento
dbo;OP_ListadoPersonasAsignadasTrabajo
dbo;OP_LogEntrevistasCuali_Get
dbo;OP_LogInHomeCuali_Get
dbo;OP_LogSesionesCuali_Get
dbo;OP_Metodologias_Get
dbo;OP_MuestraTrabajosCuali_EntrevistasGet
dbo;OP_MuestraTrabajosCuali_Get
dbo;OP_MuestraTrabajosCuali_InHomeGet
dbo;OP_MuestraTrabajosCuali_SesionesGet
dbo;OP_MuestraTrabajosDuplicar
dbo;Op_MuestraTrabajosGet
dbo;OP_MuestraTrabajosUpdateFechas
dbo;OP_Obs_Entrevistados_Cuali_Get
dbo;OP_Observaciones_Add
dbo;OP_Observaciones_Del
dbo;OP_Observaciones_Edit
dbo;OP_Observaciones_Get
dbo;OP_PersonalSinProduccion
dbo;OP_PersonasAsignadasTrabajo_Get
dbo;OP_PersonasCapacitadasSinAsignadarTrabajo_Get
dbo;OP_PL_CodificacionPersonas
dbo;OP_PL_CodificacionPersonasFactor
dbo;OP_PL_CodificacionPreguntas
dbo;OP_PL_CodificacionPreguntasFactor
dbo;OP_PL_CriticaEncuestas
dbo;OP_PL_CriticaEncuestasFactor
dbo;OP_PL_CriticaPersonas
dbo;OP_PL_CriticaPersonasFactor
dbo;OP_PL_DigitacionPersonas
dbo;OP_PL_DigitacionPersonasFactor
dbo;OP_PL_DigitacionPreguntas
dbo;OP_PL_DigitacionPreguntasFactor
dbo;OP_PL_Encuestadores
dbo;OP_PL_EncuestadoresFactor
dbo;OP_PL_EncuestadoresXCiudad
dbo;OP_PL_EncuestadoresXCiudadFactor
dbo;OP_PL_EncuestadoresXGerencia
dbo;OP_PL_EncuestadoresXGerenciaFactor
dbo;OP_PL_EncuestadoresXMetodologia
dbo;OP_PL_EncuestadoresXMetodologiaFactor
dbo;OP_PL_EncuestadoresXUnidad
dbo;OP_PL_EncuestadoresXUnidadFactor
dbo;OP_PL_Encuestas
dbo;OP_PL_EncuestasFactor
dbo;OP_PL_EncuestasXCiudad
dbo;OP_PL_EncuestasXCiudadFactor
dbo;OP_PL_EncuestasXGerencia
dbo;OP_PL_EncuestasXGerenciaFactor
dbo;OP_PL_EncuestasXMetodologia
dbo;OP_PL_EncuestasXMetodologiaFactor
dbo;OP_PL_EncuestasXUnidad
dbo;OP_PL_EncuestasXUnidadFactor
dbo;OP_PL_EstudiosSinEntregarEncuestas
dbo;OP_PL_EstudiosSinEntregarEncuestas_Datos
dbo;OP_PL_EstudiosSinEntregarRecursos
dbo;OP_PL_EstudiosSinEntregarRecursos_Datos
dbo;OP_PL_PivotDatosCampo
dbo;OP_PL_PivotDatosGenerales
dbo;OP_PL_PivotEstudiosSinEntregar
dbo;OP_PL_PivotPropuestasAltaProbabilidad
dbo;OP_PL_PivotPropyEst
dbo;OP_PL_ProcesamientoPersonas
dbo;OP_PL_ProcesamientoPersonasFactor
dbo;OP_PL_ProcesamientoTrabajos
dbo;OP_PL_ProcesamientoTrabajosFactor
dbo;OP_PL_PropuestasAltaProbabilidadEncuestas
dbo;OP_PL_PropuestasAltaProbabilidadEncuestas_Datos
dbo;OP_PL_PropuestasAltaProbabilidadRecursos
dbo;OP_PL_PropuestasAltaProbabilidadRecursos_Datos
dbo;OP_PL_PropyEstEncuestas
dbo;OP_PL_PropyEstEncuestas_Datos
dbo;OP_PL_PropyEstRecursos
dbo;OP_PL_PropyEstRecursos_Datos
dbo;OP_PL_ScriptingPersonas
dbo;OP_PL_ScriptingPersonasFactor
dbo;OP_PL_ScriptingTrabajos
dbo;OP_PL_ScriptingTrabajosFactor
dbo;OP_PL_VerificacionHoras
dbo;OP_PL_VerificacionHorasFactor
dbo;OP_PL_VerificacionPersonas
dbo;OP_PL_VerificacionPersonasFactor
dbo;OP_PlaneaccionProduccionAutomatica
dbo;OP_PlaneaccionProduccionAutomaticaPorCiudad
dbo;OP_PlaneaccionProduccionManual
dbo;OP_Planeacion_ActivarEstimacion
dbo;OP_Planeacion_CambioFechasGeneralesCampo
dbo;OP_Planeacion_CambioFechasGeneralesCampoAutomatico
dbo;OP_Preguntas_Filtro_ActualizarOrden
dbo;OP_Preguntas_Filtro_Get
dbo;OP_Preguntas_Filtro_ReOrdenar
dbo;OP_PresupuestosAsignacionJBI
dbo;OP_ProcessSyncFromIField_SP_Process
dbo;OP_Produccion_Add
dbo;OP_Produccion_Edit
dbo;OP_Produccion_Get
dbo;OP_Programados_Entrevistados_Cuali_Get
dbo;OP_ProyectosIField_ADD
dbo;OP_Respuestas_Filtro_Detalle_Get
dbo;OP_Respuestas_Filtro_Maestro_Get
dbo;OP_Respuestas_FiltroReclutamiento_Maestro_Get
dbo;OP_RO_EjecucionCuestionario_Add
dbo;OP_RO_EjecucionCuestionario_Del
dbo;OP_RO_EjecucionCuestionario_Edit
dbo;OP_RO_EjecucionCuestionario_Get
dbo;OP_RO_EjecucionInstructivo_Add
dbo;OP_RO_EjecucionInstructivo_Del
dbo;OP_RO_EjecucionInstructivo_Edit
dbo;OP_RO_EjecucionInstructivo_Get
dbo;OP_RO_EjecucionMaterialAyuda_Add
dbo;OP_RO_EjecucionMaterialAyuda_Del
dbo;OP_RO_EjecucionMaterialAyuda_Edit
dbo;OP_RO_EjecucionMaterialAyuda_Get
dbo;OP_RO_EjecucionMetodologia_Add
dbo;OP_RO_EjecucionMetodologia_Del
dbo;OP_RO_EjecucionMetodologia_Edit
dbo;OP_RO_EjecucionMetodologia_Get
dbo;OP_RO_RevisionCuestionario_Add
dbo;OP_RO_RevisionCuestionario_Del
dbo;OP_RO_RevisionCuestionario_Edit
dbo;OP_RO_RevisionCuestionario_Get
dbo;OP_RO_RevisionInstructivo_Add
dbo;OP_RO_RevisionInstructivo_Del
dbo;OP_RO_RevisionInstructivo_Edit
dbo;OP_RO_RevisionInstructivo_Get
dbo;OP_RO_RevisionMaterialAyuda_Add
dbo;OP_RO_RevisionMaterialAyuda_Del
dbo;OP_RO_RevisionMaterialAyuda_Edit
dbo;OP_RO_RevisionMaterialAyuda_Get
dbo;OP_RO_RevisionMetodologia_Add
dbo;OP_RO_RevisionMetodologia_Del
dbo;OP_RO_RevisionMetodologia_Edit
dbo;OP_RO_RevisionMetodologia_Get
dbo;OP_Sesiones_Add
dbo;OP_Sesiones_Del
dbo;OP_Sesiones_Edit
dbo;OP_Sesiones_Get
dbo;OP_SupervisionCampoTelefonico_Add
dbo;OP_SupervisionNoEstudioMax_Get
dbo;OP_TrabajoConfiguracion_Add
dbo;OP_TrabajoConfiguracion_Get
dbo;OP_Trabajos_CallCenter_Get
dbo;OP_Trabajos_Get
dbo;OP_Trabajos_xCoordinador_Get
dbo;OP_TrabajosParaAsignacionCOE
dbo;OP_TrabajosPorGerencia
dbo;OP_TrabajosPorUnidadBU
dbo;OP_TraficoArhivos_GetDisponibleDevolucion
dbo;OP_TraficoArhivos_GetDisponibleEnvio
dbo;OP_TraficoArhivos_MuestraEnviadaRMC
dbo;OP_TraficoEncuesta_GetCritica
dbo;OP_TraficoEncuesta_GetRMC
dbo;OP_TraficoEncuestas_Add_RMC
dbo;OP_TraficoEncuestas_Edit_Critica
dbo;OP_TraficoEncuestas_Edit_Verificacion
dbo;OP_TraficoEncuestas_Get
dbo;OP_TraficoEncuestas_ListadoGet
dbo;OP_TraficoEncuestasBorrarEnvio
dbo;OP_TraficoEncuestasCiudad
dbo;OP_TraficoEncuestasMuestraCiudadesRMC
dbo;OP_Transcripciones_Add
dbo;OP_Transcripciones_Del
dbo;OP_Transcripciones_Edit
dbo;OP_Transcripciones_Get
dbo;OP_UnidadesProduccionGet
dbo;PNC_Causa_Get
dbo;PNC_EmailAcciones
dbo;PNC_EmailNotificacionReporte
dbo;PNC_GetById
dbo;PNC_ObtenerProductoNoConforme
dbo;PNC_ObtenerProductoNoConformeTodos
dbo;PNC_Producto_UpdateEstado
dbo;PNC_ProductoNoConformeAcciones_Get
dbo;PNC_ProductoNoConformeCausas_Get
dbo;PNC_Productos_Add
dbo;PNC_Productos_Causas_Add
dbo;PNC_Productos_CorreosNotificar
dbo;PNC_Productos_Get
dbo;PNC_Productos_Log_Estado_Add
dbo;PNC_Productos_Log_Get
dbo;PNC_Seguimiento_Get
dbo;PY_ControlCalidad_Add
dbo;PY_ControlCalidad_Del
dbo;PY_ControlCalidad_Edit
dbo;PY_ControlCalidad_Get
dbo;PY_CoordinadorProyecto_Cuali
dbo;PY_DetalleControlCalidad_Add
dbo;PY_DetalleControlCalidad_DelxIdControl
dbo;PY_DetalleControlCalidad_Get
dbo;PY_DetalleEvaluacion_Add
dbo;PY_DetalleEvaluacion_DelXIdEvaluacion
dbo;PY_DetalleEvaluacion_Get
dbo;PY_Evaluacion_Add
dbo;PY_Evaluacion_Del
dbo;PY_Evaluacion_Edit
dbo;PY_Evaluacion_Get
dbo;PY_GerenteProyecto_Cuali
dbo;PY_InfoTrabajoCreacion
dbo;PY_ObtenerEspecifXIdxTr
dbo;PY_ObtenerVerEspecifTecTr
dbo;PY_Preguntas_Add
dbo;PY_Preguntas_Edit
dbo;PY_Preguntas_Get
dbo;PY_Presupuestos_CU_Estudios_Get
dbo;PY_Proyecto_Add
dbo;PY_Proyecto_Presupuesto_Add
dbo;PY_Proyecto_Presupuesto_Del
dbo;PY_Proyecto_Presupuesto_Get
dbo;PY_Proyectos_Edit
dbo;PY_Proyectos_EditGerentePY
dbo;PY_Proyectos_Get
dbo;PY_Proyectos_Get_XAsignar
dbo;PY_Proyectos_Get_XREAsignar
dbo;PY_ReporteProyectosSinJBI
dbo;PY_SegmentosCuali_Get
dbo;PY_SegmentosCuali_Moderadores_Get
dbo;PY_SegmentosCuali_Reclutadores_Get
dbo;PY_SegmentosCualiDuplicar
dbo;PY_Tipos_Procesos_Get
dbo;PY_TiposProyectos_Get
dbo;PY_Trabajo_Add
dbo;PY_Trabajo_Del
dbo;PY_Trabajo_Edit
dbo;PY_Trabajo_Entrega_Cuali_Entrevistas
dbo;PY_Trabajo_Entrega_Cuali_Observaciones
dbo;PY_Trabajo_Entrega_Cuali_Sesiones
dbo;PY_Trabajo_Entrega_Cualitativo
dbo;PY_Trabajo_Entrega_Cuantitativo
dbo;PY_Trabajo_Get
dbo;PY_Trabajo_Get_All
dbo;PY_Trabajo_GetProyecto
dbo;PY_Trabajo_NombreTrabajoYaExiste
dbo;PY_Trabajo_PreEntrega
dbo;PY_TrabajoCuali_Get
dbo;Py_TrabajoDuplicar
dbo;PY_Trabajos_COES
dbo;PY_Trabajos_Coordinador_Get
dbo;PY_Trabajos_Get
dbo;PY_Trabajos_GET_All
dbo;PY_Trabajos_Get_Cualitativos
dbo;PY_Trabajos_Get_V2
dbo;PY_Trabajos_Get_WithoutMetodCampo_Estadistica
dbo;PY_TrabajosConTareaEntregaDeProyectos
dbo;PY_TrabajosCuali_GET_All
dbo;PY_TrabajosMoverCentroInformacion
dbo;PY_TrabajosxProyectosxCoordinador
dbo;PY_TrabajosxProyectosxGerente
dbo;PY_Unidades_ProyectosSinJBI_Get
dbo;REP_AnalisisIndicadores_Add
dbo;REP_AnalisisIndicadores_Get
dbo;REP_AsignacionEjecucionCampo
dbo;REP_AsignacionRecursosXUnidad
dbo;REP_AvanceCampoGeneral
dbo;REP_Calidad_ErroresRO_COE
dbo;REP_Calidad_ErroresRO_COE_Detalle
dbo;REP_Calidad_ErroresRO_GerenteProyectos
dbo;REP_Calidad_ErroresRO_GerenteProyectos_Detalle
dbo;REP_Calidad_ErroresRO_ResponsableTarea
dbo;REP_Calidad_ErroresRO_ResponsableTarea_Detalle
dbo;REP_CantidadEnviadaTrafico
dbo;REP_CiudadesAgrupacionDiezPrincipales
dbo;REP_ConteoTrabajos
dbo;REP_DetalleOrdenesComprayServicio_WORK
dbo;REP_Diligenciamiento_Esquema_Analisis
dbo;REP_EjecucionXEncuestador
dbo;REP_EjecucionXSupervisor
dbo;REP_EncuestasAnuladas
dbo;REP_Envio_Propuestas_48Horas
dbo;REP_ErroresInstrumento
dbo;REP_ErroresRegistroObservaciones
dbo;REP_ErroresRegistroObservacionesDetalle
dbo;REP_EstudiosAtrasadosxGerencia
dbo;REP_EvaluacionProveedores
dbo;REP_EvaluacionProveedores_Ops
dbo;REP_FACTURASPENDIENTESFIRMAYRECHAZADAS_WORK
dbo;REP_FacturasRadicadas
dbo;REP_FichaEncuestador_Datos
dbo;REP_FichaEncuestador_EncuestasMetodologia
dbo;REP_FichaEncuestador_TrabajosParticipado
dbo;REP_GanttPlaneacionAll
dbo;REP_GanttPlaneacionAllOPS
dbo;REP_Inconsistencias
dbo;REP_IndicacionesPropuestayBrief
dbo;REP_IndicacionesPropuestayBriefXGerente
dbo;REP_IndicacionesPropuestayBriefxUnidades
dbo;REP_IndicadoresCronogramaTareasByIdTrabajo
dbo;REP_IndicadoresCumplimientoAlTiempoATiempo
dbo;REP_IndicadoresCumplimientoAlTiempoATiempo_Detalle
dbo;REP_IndicadoresCumplimientoTareas
dbo;REP_IndicadoresCumplimientoTareas_COE
dbo;REP_IndicadoresCumplimientoTareasDetalle
dbo;REP_IndicadoresCumplimientoTareasDetalle_COE
dbo;REP_IndicadoresCumplimientoTareasRange
dbo;REP_InfoBaseProduccionAreasInternas
dbo;REP_InformeAnuladasExportado
dbo;REP_InformeAnuladasxCiudad
dbo;REP_InformeConsolidadoEjecucion
dbo;REP_InformeConsolidadoEjecucion_Detalle
dbo;REP_InformeTablets_Agrupado
dbo;REP_InformeTablets_Diario
dbo;REP_ListadoBriefDirector
dbo;REP_ListadoEstudiosSeguimiento
dbo;REP_ListadoPlaneacionUnidades
dbo;REP_ListadoPropuestasDirector
dbo;REP_ListadoPropuestasSeguimiento
dbo;REP_ListadoTrabajosCCT
dbo;REP_MatrizEstimacionCumplimiento
dbo;REP_MatrizEstimacionCumplimientoGeneral
dbo;REP_OP_Respuestas_Filtro
dbo;REP_OrdenesCompra_Facturas
dbo;REP_OrdenesServicio_Facturas
dbo;REP_OrdenesSinFactura_Work
dbo;REP_OrdenesUnificado_Facturas
dbo;REP_OrdenesUnificado_RequerimientosServicio
dbo;REP_PL_EstimacionXEstudiosNoEntregados
dbo;REP_PL_EstimacionXPropuestas
dbo;REP_PLANEACION_GENERAL_OP_TABULADO
dbo;REP_PlaneacionTrabajosDetalleSemana
dbo;REP_PlaneacionTrabajosGeneral
dbo;REP_PlaneacionTraficoOperacionesBDD
dbo;REP_Porcentaje_Diligenciamiento_Brief
dbo;REP_ProduccionCampoxFecha
dbo;REP_PROPUESTAS_CON_TRABAJO_WORK
dbo;REP_PY_IDFORMS
dbo;REP_PY_Variables_Control
dbo;REP_PY_Variables_Control_PorMes
dbo;REP_PY_VariablesControlEmpleadosConEvaluacion
dbo;REP_PYPropuesta_InfoGeneral
dbo;REP_PYPropuesta_InfoMuestra
dbo;REP_PYPropuesta_InfoPreguntas
dbo;REP_RegistroObservaciones
dbo;REP_RegistroObservaciones_Consolidado
dbo;REP_RegistroObservacionesInstrumento
dbo;REP_RegistroObservacionesTarea
dbo;REP_RegistroObservacionesTipo
dbo;REP_RegistroObservacionesUsuario
dbo;REP_TiemposRevisionPresupuestosListado
dbo;REP_TiemposRevisionPresupuestosResumen
dbo;REP_TipoRecoleccionPorMes
dbo;REP_Top10Encuestadores_Anulacion
dbo;REP_Top10Encuestadores_Errores
dbo;REP_Top10Encuestadores_VIP
dbo;REP_TrabajosVsPresupuestos
dbo;REP_TrabajosxGerencia
dbo;REP_TrabajosxGerencia_Filtrados
dbo;REP_TrabajosxGrupoUnidadBU
dbo;REP_TRAFICO_GENERAL_OPERACIONES
dbo;REP_TRAFICO_PROCESAMIENTO
dbo;REP_TraficoAreas
dbo;REP_TraficoAreasGeneral
dbo;REP_TraficoAreasGeneralTrabajos
dbo;RP_PlanUnTrabajo
dbo;RP_PlanUnTrabajoIniciaFin
dbo;RU_ActualizarUltimaEjecucion
dbo;RU_ObtenerReglas
dbo;RU_ValidarCondicion
dbo;SG_Acta_Add
dbo;SG_Acta_Del
dbo;SG_Acta_Edit
dbo;SG_Acta_Get
dbo;SG_Acta_Get_NoActa
dbo;SG_Acta_Get_TipoActa
dbo;SG_Acta_Get_TipoActa_combo
dbo;SG_Acta_Get_Unidad
dbo;SG_Acta_GetPQR
dbo;SG_Acta_UltimoNoActa
dbo;SG_ActaComite_Add
dbo;SG_ActaComite_Edit
dbo;SG_ActaComite_Get
dbo;SG_ActaComite_Get_Id
dbo;SG_AsistenteActaComite_Add
dbo;SG_AsistenteActaComite_Del
dbo;SG_AsistenteActaComite_Edit
dbo;SG_AsistenteActaComite_Get_ActaId
dbo;SG_EstadoSeguimiento_Get
dbo;SG_ParticipanteActa_Add
dbo;SG_ParticipanteActa_Del
dbo;SG_ParticipanteActa_Edit
dbo;SG_ParticipanteActa_Get
dbo;SG_ParticipanteActa_Get_ActaId
dbo;SG_Seguimiento_Add
dbo;SG_Seguimiento_Del
dbo;SG_Seguimiento_Edit
dbo;SG_Seguimiento_Get
dbo;SG_Seguimiento_Get_TareaId
dbo;SG_Seguimiento_Ultimo_Id
dbo;SG_SeguimientosActaComite_Add
dbo;SG_SeguimientosActaComite_Del
dbo;SG_SeguimientosActaComite_Edit
dbo;SG_SeguimientosActaComite_Get
dbo;SG_Tarea_Add
dbo;SG_Tarea_Del
dbo;SG_Tarea_Edit
dbo;SG_Tarea_EditEstadoId
dbo;SG_Tarea_Get
dbo;SG_Tarea_Get_ActaId
dbo;SG_TipoReunion_Get
dbo;SGC_AI_AuditoriaInforme_Add
dbo;SGC_AI_Auditorias_InformeAuditor_AuditadosByAuditoriaId
dbo;SGC_AI_Auditorias_InformeAuditor_HallazgosByAuditoriaId
dbo;SGC_AI_Auditorias_InformeAuditorByAuditoriaId
dbo;SGC_AI_AuditoriasBy
dbo;SGC_AuditoriasInternas_Add
dbo;sp_alterdiagram
dbo;SP_CONSULTA_UU_PROVEEDORES_FACTURAS_WORK
dbo;sp_creatediagram
dbo;sp_dropdiagram
dbo;sp_eq_desactivar_maestro
dbo;sp_eq_obtener_versiones
dbo;sp_helpdiagramdefinition
dbo;sp_helpdiagrams
dbo;sp_renamediagram
dbo;sp_upgraddiagrams
dbo;t_Faltantes
dbo;t_Resultados
dbo;TH_Area_Get
dbo;TH_Area_JefeArea_Get
dbo;TH_AspiracionSalarial_Get
dbo;TH_Ausencia_DiaRegreso
dbo;TH_Ausencia_DiferenciaDias
dbo;TH_AUSENCIA_GET
dbo;TH_AusenciasEquipo_Get
dbo;TH_AusenciasPersonas_Get
dbo;TH_AusenciasSubordinados_Add
dbo;TH_AusenciasSubordinados_Get
dbo;TH_AusenciasSubordinados_Remove
dbo;TH_Bandas_Get
dbo;TH_BeneficiosPendientes
dbo;TH_Capacitaciones_Add
dbo;TH_Capacitaciones_AddRefuerzo
dbo;TH_Capacitaciones_Del
dbo;TH_Capacitaciones_Edit
dbo;TH_Capacitaciones_Get
dbo;TH_CapacitacionesParticipantes_Add
dbo;TH_CapacitacionesParticipantes_Del
dbo;TH_CapacitacionesParticipantes_DelXCapacitacionID
dbo;TH_CapacitacionesParticipantes_Edit
dbo;TH_CapacitacionesParticipantes_Get
dbo;TH_CapacitacionGeneralAdd
dbo;TH_CapacitacionGeneralGet
dbo;TH_CapacitacionGeneralUpdate
dbo;TH_CapacitacionParticipantes_Get
dbo;TH_CapacitacionPersonas_Get
dbo;TH_Cargo_Get
dbo;TH_Cargos_Get
dbo;TH_CargosCapacitacionesRefuerzo
dbo;TH_CarnetAdd
dbo;TH_CarnetUpdate
dbo;TH_CarnetXPersonaGet
dbo;TH_CausarPeriodoVacaciones
dbo;TH_CiudadxPaisGet
dbo;TH_ContactosEmergencia_Add
dbo;TH_ContactosEmergencia_Del
dbo;TH_ContactosEmergencia_Get
dbo;TH_ContactosEmergencia_Report
dbo;TH_ContratistaActualizarEstado
dbo;TH_ContratistasAdd
dbo;TH_ContratistasDetalleServiciosAdd
dbo;TH_ContratistasDetalleServiciosGet
dbo;TH_ContratistasDetalleServiciosUpdate
dbo;TH_ContratistasEstadosGet
dbo;TH_ContratistasGet
dbo;TH_ContratistaUpdate
dbo;TH_DesvinculacionEmpleadoAreaEvaluacion_Add
dbo;TH_DesvinculacionEmpleadoFinalizarProceso
dbo;TH_DesvinculacionEmpleadosAdd
dbo;TH_DesvinculacionEmpleadosAreasApruebanInfo
dbo;TH_DesvinculacionEmpleadosEstatus
dbo;TH_DesvinculacionEmpleadosEstatusEvaluacionesPorDesvinculacion
dbo;TH_DesvinculacionEmpleadosEvaluacionesRealizadasPorEvaluador
dbo;TH_DesvinculacionesEmpleadosEmpleadoInfo
dbo;TH_DesvinculacionesEmpleadosFinalizarProceso
dbo;TH_DesvinculacionesEmpleadosItemsVerificarPorArea
dbo;TH_DesvinculacionesEmpleadosPendientesEvaluarPorArea
dbo;TH_DesvinculacionesEmpleadosPendientesEvaluarPorEvaluador
dbo;TH_DetalleTipoEncuestador_Del
dbo;TH_DetalleTipoEncuestadorAdd
dbo;TH_DetalleTipoEncuestadorGet
dbo;TH_DominioIdioma_Get
dbo;TH_Educacion_Add
dbo;TH_Educacion_Del
dbo;TH_Educacion_Get
dbo;TH_Educacion_Report
dbo;TH_Empleados_DatosEmergencia_Get
dbo;TH_Empleados_DatosGenerales_Add
dbo;TH_Empleados_DatosGenerales_Edit
dbo;TH_Empleados_DatosLaborales_Edit
dbo;TH_Empleados_DatosPersonales_Edit
dbo;TH_Empleados_EstadoDiligenciamientoDatos_Get
dbo;TH_Empleados_Get
dbo;TH_Empleados_NivelIngles_Edit
dbo;TH_Empleados_Nomina_Edit
dbo;TH_Empleados_Reintegrar
dbo;TH_Empleados_Reporte_Info
dbo;TH_Empleados_Retirar
dbo;TH_EmpleadosActivos_Get
dbo;TH_Empresas_Get
dbo;TH_EstadoCivil_Get
dbo;TH_EstadoEducacion_Get
dbo;TH_EvaluacionesAdd
dbo;TH_EvaluacionesGet
dbo;TH_EvaluacionesUpdate
dbo;TH_ExperienciaLaboral_Add
dbo;TH_ExperienciaLaboral_Del
dbo;TH_ExperienciaLaboral_Get
